trans_id,timestamp,merchant_name,alibaba_category,amount,payment_method,fee_amount,settlement_amount,trans_status,region
trans00000612,2025-08-12 00:00:00,Tianjin Printing & Packaging,Olahraga & Hiburan,366630,Debit Card,3926,362704,Failed,Malaysia
trans00000613,2025-08-12 00:00:00,Yunnan Fabrication Services,Pengelolaan Bahan,446085,Debit Card,3621,442464,Success,Malaysia
trans00000614,2025-08-12 00:00:00,Shenzhen Lighting Tech,Bahan Baku,1349051,Bank Transfer,11785,1337266,Failed,China
trans00000615,2025-08-12 00:00:00,Guangzhou Electronics Co.,Bangunan & Perumahan,1292971,QRIS,15152,1277819,Success,China
trans00000616,2025-08-12 00:00:00,Jiangsu Heavy Equipment,"Perhiasan, Kacamata & Jam Tangan",857629,E-Wallet,8995,848634,Success,Malaysia
trans00000617,2025-08-13 00:00:00,Jiangsu Heavy Equipment,Peralatan & Instrumen Pengujian,701403,E-Wallet,5130,696273,Failed,Indonesia
trans00000618,2025-08-13 00:00:00,Shenzhen Lighting Tech,"Pertanian, Makanan & Minuman",838690,E-Wallet,6069,832621,Success,Indonesia
trans00000619,2025-08-13 00:00:00,Tianjin Printing & Packaging,Mesin Industri,559989,Virtual Account,4874,555115,Failed,Vietnam
trans00000620,2025-08-13 00:00:00,Shanghai Outdoor Sports Ltd,Suku Cadang & Aksesori Kendaraan,354275,Virtual Account,3765,350510,Failed,Indonesia
trans00000621,2025-08-13 00:00:00,Ningbo Packaging Solutions,Pakaian & Aksesori,1174974,E-Wallet,13834,1161140,Failed,China
trans00000622,2025-08-13 00:00:00,Zhejiang Industrial Supplier,Kendaraan & Transportasi,1334614,Credit Card,9857,1324757,Success,Vietnam
trans00000623,2025-08-13 00:00:00,Anhui Machinery Tools,Mesin Konstruksi & Bangunan,347784,Bank Transfer,3704,344080,Success,China
trans00000624,2025-08-13 00:00:00,Jiangsu Heavy Equipment,Layanan Fabrikasi,1305725,E-Wallet,12596,1293129,Pending,Indonesia
trans00000625,2025-08-13 00:00:00,Zhejiang Industrial Supplier,Kemasan & Cetakan,353251,Virtual Account,3294,349957,Success,Indonesia
trans00000626,2025-08-13 00:00:00,Hubei Health Products,Kerajinan & Suvenir,1264840,E-Wallet,12632,1252208,Success,Malaysia
trans00000627,2025-08-13 00:00:00,Chongqing Auto Parts,Layanan lainnya,545215,Credit Card,4092,541123,Pending,Indonesia
trans00000628,2025-08-13 00:00:00,Hubei Health Products,Komponen Elektronik,1397472,QRIS,10022,1387450,Success,Malaysia
trans00000629,2025-08-13 00:00:00,Yunnan Fabrication Services,Barang Elektronik,954485,Virtual Account,7486,946999,Success,Vietnam
trans00000630,2025-08-13 00:00:00,Tianjin Printing & Packaging,Layanan Fabrikasi,832600,E-Wallet,6296,826304,Failed,Indonesia
trans00000631,2025-08-13 00:00:00,Anhui Machinery Tools,Lampu & Pencahayaan,1139621,Debit Card,8827,1130794,Success,Malaysia
trans00000632,2025-08-13 00:00:00,Zhejiang Industrial Supplier,Kerajinan & Suvenir,658505,E-Wallet,7087,651418,Failed,Indonesia
trans00000633,2025-08-13 00:00:00,Sichuan Kids Toys,Produk Kesehatan,1366063,QRIS,13224,1352839,Failed,Malaysia
trans00000634,2025-08-13 00:00:00,Tianjin Printing & Packaging,Kendaraan & Transportasi,1122261,Debit Card,7916,1114345,Success,Malaysia
trans00000635,2025-08-13 00:00:00,Yunnan Fabrication Services,Peralatan & Perlengkapan Kelistrikan,1154012,QRIS,10190,1143822,Pending,Malaysia
trans00000636,2025-08-13 00:00:00,Hubei Health Products,Layanan lainnya,1109269,Debit Card,8531,1100738,Pending,Vietnam
trans00000637,2025-08-13 00:00:00,Shanghai Outdoor Sports Ltd,Kendaraan & Transportasi,983645,Debit Card,9486,974159,Failed,China
trans00000638,2025-08-13 00:00:00,Fujian Apparel Factory,Suku Cadang & Aksesori Kendaraan,671165,Debit Card,7219,663946,Pending,Indonesia
trans00000639,2025-08-13 00:00:00,Hubei Health Products,Mesin Konstruksi & Bangunan,882427,Bank Transfer,10495,871932,Failed,Indonesia
trans00000640,2025-08-13 00:00:00,Sichuan Kids Toys,Alat & Mesin Komersial,1309476,QRIS,15109,1294367,Failed,China
trans00000641,2025-08-13 00:00:00,Beijing Plastics Manufacturing,Perawatan Pribadi & Rumah,604785,Debit Card,5971,598814,Failed,Malaysia
trans00000642,2025-08-13 00:00:00,Hubei Health Products,Mesin Industri,1335516,Debit Card,14462,1321054,Pending,Vietnam
trans00000643,2025-08-13 00:00:00,Shenzhen Lighting Tech,Perlengkapan Hewan Peliharaan,1050344,Bank Transfer,8070,1042274,Failed,Vietnam
trans00000644,2025-08-13 00:00:00,Chongqing Auto Parts,Kerajinan & Suvenir,302319,Virtual Account,3419,298900,Pending,China
trans00000645,2025-08-13 00:00:00,Jiangsu Heavy Equipment,"Pertanian, Makanan & Minuman",651554,Bank Transfer,6796,644758,Success,Vietnam
trans00000646,2025-08-13 00:00:00,Xiamen Home Furnishing,"Orang Tua, Anak, & Mainan",1464296,QRIS,16488,1447808,Success,Malaysia
trans00000647,2025-08-13 00:00:00,Henan Pet Supplies,"Orang Tua, Anak, & Mainan",1230811,E-Wallet,9508,1221303,Success,Malaysia
trans00000648,2025-08-13 00:00:00,Shanghai Outdoor Sports Ltd,"Pertanian, Makanan & Minuman",1318140,QRIS,11996,1306144,Pending,Malaysia
trans00000649,2025-08-13 00:00:00,Tianjin Printing & Packaging,Layanan Fabrikasi,663363,Credit Card,4963,658400,Pending,Malaysia
trans00000650,2025-08-13 00:00:00,Jiangsu Heavy Equipment,Peralatan & Perlengkapan Kelistrikan,1361156,Debit Card,14084,1347072,Pending,Indonesia
trans00000651,2025-08-13 00:00:00,Zhejiang Industrial Supplier,"Perhiasan, Kacamata & Jam Tangan",883354,E-Wallet,9915,873439,Pending,Vietnam
trans00000652,2025-08-13 00:00:00,Hubei Health Products,Transmisi Daya,1477275,Virtual Account,13038,1464237,Pending,Vietnam
trans00000653,2025-08-13 00:00:00,Chongqing Auto Parts,"Koper, Tas & Pelindung",1180177,QRIS,13486,1166691,Failed,Malaysia
trans00000654,2025-08-13 00:00:00,Yunnan Fabrication Services,Alat & Mesin Komersial,354805,Debit Card,3039,351766,Failed,Indonesia
trans00000655,2025-08-13 00:00:00,Zhejiang Industrial Supplier,Lampu & Pencahayaan,1394528,Credit Card,10881,1383647,Success,Vietnam
trans00000656,2025-08-13 00:00:00,Shanghai Outdoor Sports Ltd,Peralatan & Perkakas,1327034,E-Wallet,10432,1316602,Pending,Indonesia
trans00000657,2025-08-13 00:00:00,Henan Pet Supplies,Kendaraan & Transportasi,1238422,Bank Transfer,10079,1228343,Pending,Indonesia
trans00000658,2025-08-13 00:00:00,Tianjin Printing & Packaging,Kecantikan,618168,Debit Card,5557,612611,Failed,Malaysia
trans00000659,2025-08-13 00:00:00,Xiamen Home Furnishing,Layanan lainnya,911344,Bank Transfer,8995,902349,Success,Malaysia
trans00000660,2025-08-13 00:00:00,Ningbo Packaging Solutions,Perlengkapan & Peralatan Otomotif,1048246,Debit Card,10802,1037444,Failed,Malaysia
trans00000661,2025-08-14 00:00:00,Beijing Plastics Manufacturing,Energi Terbarukan,641582,Debit Card,7163,634419,Success,Indonesia
trans00000662,2025-08-14 00:00:00,Xiamen Home Furnishing,Mesin Industri,1475867,QRIS,11407,1464460,Failed,China
trans00000663,2025-08-14 00:00:00,Xiamen Home Furnishing,Layanan lainnya,723283,Debit Card,5749,717534,Success,Indonesia
trans00000664,2025-08-14 00:00:00,Shanghai Outdoor Sports Ltd,Pakaian & Aksesori,410528,QRIS,3734,406794,Pending,Indonesia
trans00000665,2025-08-14 00:00:00,Tianjin Printing & Packaging,"Perhiasan, Kacamata & Jam Tangan",475623,Virtual Account,3677,471946,Success,Indonesia
trans00000666,2025-08-14 00:00:00,Anhui Machinery Tools,Peralatan & Instrumen Pengujian,1314609,QRIS,14180,1300429,Failed,Vietnam
trans00000667,2025-08-14 00:00:00,Guangzhou Electronics Co.,Pakaian & Aksesori,530144,QRIS,5717,524427,Success,Malaysia
trans00000668,2025-08-14 00:00:00,Fujian Apparel Factory,Layanan lainnya,1044230,E-Wallet,12084,1032146,Failed,China
trans00000669,2025-08-14 00:00:00,Beijing Plastics Manufacturing,Lampu & Pencahayaan,904248,Debit Card,10416,893832,Success,China
trans00000670,2025-08-14 00:00:00,Yunnan Fabrication Services,Perlengkapan & Peralatan Otomotif,616328,E-Wallet,6983,609345,Pending,Indonesia
trans00000671,2025-08-14 00:00:00,Shanghai Outdoor Sports Ltd,Pakaian Olahraga & Luar Ruangan,748268,Virtual Account,8095,740173,Pending,Vietnam
trans00000672,2025-08-14 00:00:00,Sichuan Kids Toys,Sepatu & Aksesoris,542017,QRIS,4868,537149,Success,Indonesia
trans00000673,2025-08-14 00:00:00,Shenzhen Lighting Tech,Lampu & Pencahayaan,600566,QRIS,5217,595349,Failed,Vietnam
trans00000674,2025-08-14 00:00:00,Fujian Apparel Factory,"Perhiasan, Kacamata & Jam Tangan",1037259,E-Wallet,7684,1029575,Pending,China
trans00000675,2025-08-14 00:00:00,Zhejiang Industrial Supplier,Kemasan & Cetakan,720618,Bank Transfer,6650,713968,Pending,China
trans00000676,2025-08-14 00:00:00,Tianjin Printing & Packaging,Peralatan & Perlengkapan Kelistrikan,941272,Virtual Account,7717,933555,Pending,China
trans00000677,2025-08-14 00:00:00,Jiangsu Heavy Equipment,"Koper, Tas & Pelindung",312785,Bank Transfer,3104,309681,Pending,Vietnam
trans00000678,2025-08-14 00:00:00,Yunnan Fabrication Services,Mesin Industri,558698,Virtual Account,4733,553965,Failed,Indonesia
trans00000679,2025-08-14 00:00:00,Anhui Machinery Tools,Komponen Elektronik,1373039,Debit Card,10192,1362847,Failed,Indonesia
trans00000680,2025-08-14 00:00:00,Xiamen Home Furnishing,Perlengkapan Hewan Peliharaan,1318037,E-Wallet,11422,1306615,Failed,Vietnam
trans00000681,2025-08-14 00:00:00,Yunnan Fabrication Services,Kerajinan & Suvenir,834882,Bank Transfer,7827,827055,Failed,China
trans00000682,2025-08-14 00:00:00,Fujian Apparel Factory,Pengelolaan Bahan,662761,Credit Card,6101,656660,Pending,Malaysia
trans00000683,2025-08-14 00:00:00,Shanghai Outdoor Sports Ltd,"Koper, Tas & Pelindung",1384521,Debit Card,10759,1373762,Pending,Indonesia
trans00000684,2025-08-14 00:00:00,Shenzhen Lighting Tech,Peralatan & Perlengkapan Kelistrikan,1426677,Bank Transfer,15046,1411631,Pending,China
trans00000685,2025-08-14 00:00:00,Sichuan Kids Toys,Perlengkapan & Peralatan Otomotif,1353124,Bank Transfer,14994,1338130,Pending,China
trans00000686,2025-08-14 00:00:00,Henan Pet Supplies,Peralatan & Instrumen Pengujian,685001,E-Wallet,5153,679848,Pending,China
trans00000687,2025-08-14 00:00:00,Henan Pet Supplies,Energi Terbarukan,1018954,E-Wallet,7846,1011108,Success,Malaysia
trans00000688,2025-08-14 00:00:00,Anhui Machinery Tools,Peralatan & Perkakas,1074423,Bank Transfer,10437,1063986,Success,Malaysia
trans00000689,2025-08-14 00:00:00,Chongqing Auto Parts,Lampu & Pencahayaan,1408734,Debit Card,16208,1392526,Success,Malaysia
trans00000690,2025-08-14 00:00:00,Guangzhou Electronics Co.,Barang Elektronik,425160,QRIS,3510,421650,Failed,China
trans00000691,2025-08-14 00:00:00,Zhejiang Industrial Supplier,Suku Cadang & Aksesori Kendaraan,879928,QRIS,9306,870622,Failed,Malaysia
trans00000692,2025-08-14 00:00:00,Chongqing Auto Parts,Kerajinan & Suvenir,1125188,Debit Card,7965,1117223,Failed,Malaysia
trans00000693,2025-08-14 00:00:00,Xiamen Home Furnishing,Barang Elektronik,1252596,Bank Transfer,12534,1240062,Failed,Malaysia
trans00000694,2025-08-14 00:00:00,Beijing Plastics Manufacturing,Kendaraan & Transportasi,512183,Debit Card,6067,506116,Failed,Vietnam
trans00000695,2025-08-14 00:00:00,Sichuan Kids Toys,"Perhiasan, Kacamata & Jam Tangan",784560,Bank Transfer,5661,778899,Success,Malaysia
trans00000696,2025-08-14 00:00:00,Henan Pet Supplies,Furnitur,1144970,Bank Transfer,13240,1131730,Failed,Indonesia
trans00000697,2025-08-14 00:00:00,Henan Pet Supplies,"Orang Tua, Anak, & Mainan",682819,Virtual Account,5051,677768,Success,China
trans00000698,2025-08-14 00:00:00,Shenzhen Lighting Tech,"Perhiasan, Kacamata & Jam Tangan",673232,QRIS,5631,667601,Failed,Indonesia
trans00000699,2025-08-14 00:00:00,Sichuan Kids Toys,Peralatan & Perlengkapan Kelistrikan,1307757,Bank Transfer,11043,1296714,Success,Vietnam
trans00000700,2025-08-14 00:00:00,Sichuan Kids Toys,Komponen Elektronik,690269,Debit Card,8179,682090,Failed,Malaysia
trans00000701,2025-08-14 00:00:00,Beijing Plastics Manufacturing,Perlengkapan Hewan Peliharaan,1222137,Debit Card,12216,1209921,Pending,Indonesia
trans00000702,2025-08-14 00:00:00,Ningbo Packaging Solutions,Keselamatan & Keamanan,1104948,Bank Transfer,9851,1095097,Failed,Indonesia
trans00000703,2025-08-14 00:00:00,Ningbo Packaging Solutions,Perlengkapan Hewan Peliharaan,1383396,Bank Transfer,12713,1370683,Failed,Vietnam
trans00000704,2025-08-14 00:00:00,Hubei Health Products,Olahraga & Hiburan,1433527,Debit Card,10569,1422958,Success,Malaysia
trans00000705,2025-08-14 00:00:00,Zhejiang Industrial Supplier,Kendaraan & Transportasi,1399925,Credit Card,14321,1385604,Success,Indonesia
trans00000706,2025-08-14 00:00:00,Shanghai Outdoor Sports Ltd,Olahraga & Hiburan,1369612,QRIS,16386,1353226,Success,China
trans00000707,2025-08-14 00:00:00,Shenzhen Lighting Tech,Produk Kesehatan,953124,Credit Card,9639,943485,Success,Vietnam
trans00000708,2025-08-14 00:00:00,Zhejiang Industrial Supplier,"Koper, Tas & Pelindung",1438578,Debit Card,11769,1426809,Failed,Vietnam
trans00000709,2025-08-14 00:00:00,Ningbo Packaging Solutions,Kendaraan & Transportasi,662110,Bank Transfer,7656,654454,Success,Vietnam
trans00000710,2025-08-14 00:00:00,Yunnan Fabrication Services,Olahraga & Hiburan,1427710,Virtual Account,17028,1410682,Pending,Indonesia
trans00000711,2025-08-14 00:00:00,Zhejiang Industrial Supplier,Kerajinan & Suvenir,380021,Virtual Account,4035,375986,Pending,Vietnam
trans00000712,2025-08-14 00:00:00,Anhui Machinery Tools,Kecantikan,1459111,Virtual Account,17058,1442053,Failed,Indonesia
trans00000713,2025-08-14 00:00:00,Ningbo Packaging Solutions,Pakaian Olahraga & Luar Ruangan,1076647,Credit Card,12903,1063744,Success,China
trans00000714,2025-08-14 00:00:00,Fujian Apparel Factory,Peralatan & Perkakas,494439,QRIS,4492,489947,Failed,Indonesia
trans00000715,2025-08-14 00:00:00,Beijing Plastics Manufacturing,Perlengkapan Hewan Peliharaan,924834,Virtual Account,7565,917269,Success,Indonesia
trans00000716,2025-08-14 00:00:00,Zhejiang Industrial Supplier,Kendaraan & Transportasi,1342180,QRIS,14174,1328006,Pending,Vietnam
trans00000717,2025-08-15 00:00:00,Jiangsu Heavy Equipment,Sepatu & Aksesoris,1419772,Virtual Account,14017,1405755,Pending,Indonesia
trans00000718,2025-08-15 00:00:00,Chongqing Auto Parts,Perlengkapan Hewan Peliharaan,1430251,Virtual Account,10731,1419520,Success,China
trans00000719,2025-08-15 00:00:00,Henan Pet Supplies,Mesin Industri,1262658,Credit Card,12260,1250398,Failed,China
trans00000720,2025-08-15 00:00:00,Tianjin Printing & Packaging,Bangunan & Perumahan,1215724,Virtual Account,8647,1207077,Success,Malaysia
trans00000721,2025-08-15 00:00:00,Shanghai Outdoor Sports Ltd,Kemasan & Cetakan,346057,Virtual Account,2705,343352,Failed,Malaysia
trans00000722,2025-08-15 00:00:00,Beijing Plastics Manufacturing,Kecantikan,1302247,Debit Card,10177,1292070,Success,Indonesia
trans00000723,2025-08-15 00:00:00,Jiangsu Heavy Equipment,Mesin Industri,624761,Virtual Account,5446,619315,Pending,Indonesia
trans00000724,2025-08-15 00:00:00,Chongqing Auto Parts,Peralatan & Perkakas,391898,QRIS,3190,388708,Success,Indonesia
trans00000725,2025-08-15 00:00:00,Chongqing Auto Parts,Pakaian Olahraga & Luar Ruangan,582661,Credit Card,6293,576368,Pending,Malaysia
trans00000726,2025-08-15 00:00:00,Beijing Plastics Manufacturing,Perlengkapan & Peralatan Otomotif,866053,Bank Transfer,7515,858538,Success,Indonesia
trans00000727,2025-08-15 00:00:00,Hubei Health Products,Suku Cadang & Aksesori Kendaraan,1466900,Bank Transfer,12663,1454237,Pending,China
trans00000728,2025-08-15 00:00:00,Fujian Apparel Factory,Pakaian & Aksesori,1369296,Bank Transfer,11087,1358209,Failed,Vietnam
trans00000729,2025-08-15 00:00:00,Yunnan Fabrication Services,Produk Kesehatan,547762,E-Wallet,4078,543684,Failed,Vietnam
trans00000730,2025-08-15 00:00:00,Fujian Apparel Factory,Rumah & Taman,951913,E-Wallet,11352,940561,Success,China
trans00000731,2025-08-15 00:00:00,Tianjin Printing & Packaging,Kecantikan,797654,Bank Transfer,5765,791889,Success,Malaysia
trans00000732,2025-08-15 00:00:00,Xiamen Home Furnishing,Kecantikan,671573,Debit Card,7899,663674,Success,Indonesia
trans00000733,2025-08-15 00:00:00,Ningbo Packaging Solutions,Peralatan & Perkakas,1451870,Debit Card,15609,1436261,Pending,Indonesia
trans00000734,2025-08-15 00:00:00,Jiangsu Heavy Equipment,Mesin Industri,851311,Bank Transfer,7887,843424,Success,Vietnam
trans00000735,2025-08-15 00:00:00,Yunnan Fabrication Services,Kerajinan & Suvenir,682141,Bank Transfer,6125,676016,Success,Vietnam
trans00000736,2025-08-15 00:00:00,Guangzhou Electronics Co.,Rumah & Taman,1463734,Credit Card,13398,1450336,Failed,Indonesia
trans00000737,2025-08-15 00:00:00,Henan Pet Supplies,Mesin Industri,882691,Debit Card,7658,875033,Failed,Indonesia
trans00000738,2025-08-15 00:00:00,Tianjin Printing & Packaging,Keselamatan & Keamanan,685389,Bank Transfer,6044,679345,Failed,Vietnam
trans00000739,2025-08-15 00:00:00,Guangzhou Electronics Co.,Peralatan & Perlengkapan Kelistrikan,1356334,Bank Transfer,14228,1342106,Failed,Malaysia
trans00000740,2025-08-15 00:00:00,Shenzhen Lighting Tech,Rumah & Taman,1158506,QRIS,10619,1147887,Failed,China
trans00000741,2025-08-15 00:00:00,Jiangsu Heavy Equipment,Rumah & Taman,438915,Virtual Account,3409,435506,Pending,China
trans00000742,2025-08-15 00:00:00,Yunnan Fabrication Services,Perlengkapan Sekolah & Kantor,510138,E-Wallet,6066,504072,Pending,Indonesia
trans00000743,2025-08-15 00:00:00,Henan Pet Supplies,Perlengkapan Sekolah & Kantor,1044748,Bank Transfer,8239,1036509,Success,Vietnam
trans00000744,2025-08-15 00:00:00,Anhui Machinery Tools,Komponen Elektronik,1195134,Bank Transfer,10842,1184292,Success,Malaysia
trans00000745,2025-08-15 00:00:00,Zhejiang Industrial Supplier,Olahraga & Hiburan,1058761,QRIS,11676,1047085,Pending,China
trans00000746,2025-08-15 00:00:00,Fujian Apparel Factory,Perawatan Pribadi & Rumah,610656,QRIS,4894,605762,Pending,Malaysia
trans00000747,2025-08-15 00:00:00,Shenzhen Lighting Tech,Peralatan Rumah Tangga,638830,E-Wallet,4886,633944,Pending,Malaysia
trans00000748,2025-08-15 00:00:00,Henan Pet Supplies,Bangunan & Perumahan,737647,Virtual Account,5809,731838,Success,Malaysia
trans00000749,2025-08-15 00:00:00,Zhejiang Industrial Supplier,Transmisi Daya,532045,Virtual Account,4782,527263,Success,Malaysia
trans00000750,2025-08-15 00:00:00,Fujian Apparel Factory,Sepatu & Aksesoris,779397,Credit Card,6699,772698,Success,Vietnam
trans00000751,2025-08-15 00:00:00,Jiangsu Heavy Equipment,Bahan Baku,1236270,Bank Transfer,13373,1222897,Failed,Indonesia
trans00000752,2025-08-16 00:00:00,Zhejiang Industrial Supplier,Pakaian Olahraga & Luar Ruangan,1271491,Credit Card,12506,1258985,Failed,Malaysia
trans00000753,2025-08-16 00:00:00,Hubei Health Products,Furnitur,335013,QRIS,3493,331520,Success,China
trans00000754,2025-08-16 00:00:00,Tianjin Printing & Packaging,Kecantikan,678114,Virtual Account,6153,671961,Success,Indonesia
trans00000755,2025-08-16 00:00:00,Fujian Apparel Factory,Bangunan & Perumahan,651644,Debit Card,7240,644404,Failed,China
trans00000756,2025-08-16 00:00:00,Shanghai Outdoor Sports Ltd,Peralatan Rumah Tangga,500405,Virtual Account,3901,496504,Success,Vietnam
trans00000757,2025-08-16 00:00:00,Anhui Machinery Tools,Bahan Baku,1002864,Credit Card,10431,992433,Pending,Malaysia
trans00000758,2025-08-16 00:00:00,Shanghai Outdoor Sports Ltd,Suku Cadang & Aksesori Kendaraan,1430613,Credit Card,11653,1418960,Success,Indonesia
trans00000759,2025-08-16 00:00:00,Zhejiang Industrial Supplier,Pengelolaan Bahan,896401,QRIS,6699,889702,Success,Vietnam
trans00000760,2025-08-16 00:00:00,Fujian Apparel Factory,Alat & Mesin Komersial,1064599,E-Wallet,11521,1053078,Failed,Indonesia
trans00000761,2025-08-16 00:00:00,Zhejiang Industrial Supplier,Perlengkapan & Peralatan Otomotif,776389,E-Wallet,8657,767732,Failed,Indonesia
trans00000762,2025-08-16 00:00:00,Jiangsu Heavy Equipment,Komponen Elektronik,1470837,Credit Card,12528,1458309,Pending,Indonesia
trans00000763,2025-08-16 00:00:00,Beijing Plastics Manufacturing,Layanan Fabrikasi,650227,Bank Transfer,4919,645308,Success,China
trans00000764,2025-08-16 00:00:00,Anhui Machinery Tools,Sepatu & Aksesoris,756026,QRIS,8179,747847,Success,Vietnam
trans00000765,2025-08-16 00:00:00,Yunnan Fabrication Services,Perlengkapan & Peralatan Otomotif,1419616,Debit Card,12494,1407122,Failed,Vietnam
trans00000766,2025-08-16 00:00:00,Hubei Health Products,Perlengkapan Sekolah & Kantor,1278598,E-Wallet,12239,1266359,Pending,China
trans00000767,2025-08-16 00:00:00,Tianjin Printing & Packaging,Transmisi Daya,804650,QRIS,8733,795917,Success,Vietnam
trans00000768,2025-08-16 00:00:00,Shanghai Outdoor Sports Ltd,Alat & Mesin Komersial,315174,Bank Transfer,2304,312870,Pending,Malaysia
trans00000769,2025-08-16 00:00:00,Anhui Machinery Tools,Perawatan Pribadi & Rumah,653203,E-Wallet,6976,646227,Failed,Vietnam
trans00000770,2025-08-16 00:00:00,Yunnan Fabrication Services,Kerajinan & Suvenir,1089076,Bank Transfer,9235,1079841,Pending,Vietnam
trans00000771,2025-08-16 00:00:00,Anhui Machinery Tools,Mesin Industri,544402,QRIS,5249,539153,Pending,Vietnam
trans00000772,2025-08-16 00:00:00,Ningbo Packaging Solutions,Keselamatan & Keamanan,1107060,Credit Card,12007,1095053,Pending,Malaysia
trans00000773,2025-08-16 00:00:00,Fujian Apparel Factory,Bahan Baku,1122552,Credit Card,12093,1110459,Success,Indonesia
trans00000774,2025-08-16 00:00:00,Chongqing Auto Parts,Peralatan Rumah Tangga,1423677,QRIS,11579,1412098,Pending,China
trans00000775,2025-08-16 00:00:00,Shenzhen Lighting Tech,Barang Elektronik,649676,Bank Transfer,6123,643553,Pending,China
trans00000776,2025-08-16 00:00:00,Shenzhen Lighting Tech,Layanan Fabrikasi,1023790,Debit Card,8069,1015721,Pending,Malaysia
trans00000777,2025-08-16 00:00:00,Shanghai Outdoor Sports Ltd,Kecantikan,507547,Debit Card,5126,502421,Success,Indonesia
trans00000778,2025-08-16 00:00:00,Beijing Plastics Manufacturing,Rumah & Taman,870055,E-Wallet,8760,861295,Failed,China
trans00000779,2025-08-16 00:00:00,Xiamen Home Furnishing,"Perhiasan, Kacamata & Jam Tangan",1451885,Virtual Account,11881,1440004,Pending,China
trans00000780,2025-08-16 00:00:00,Zhejiang Industrial Supplier,Furnitur,556990,QRIS,5070,551920,Pending,China
trans00000781,2025-08-16 00:00:00,Shanghai Outdoor Sports Ltd,Mesin Industri,801655,Bank Transfer,9043,792612,Pending,Malaysia
trans00000782,2025-08-16 00:00:00,Henan Pet Supplies,Layanan Fabrikasi,846777,Bank Transfer,8345,838432,Failed,Malaysia
trans00000783,2025-08-16 00:00:00,Xiamen Home Furnishing,"Perhiasan, Kacamata & Jam Tangan",790650,Debit Card,7046,783604,Failed,Malaysia
trans00000784,2025-08-16 00:00:00,Shanghai Outdoor Sports Ltd,Peralatan & Perkakas,711637,Bank Transfer,5548,706089,Pending,Indonesia
trans00000785,2025-08-16 00:00:00,Ningbo Packaging Solutions,Keselamatan & Keamanan,1294069,E-Wallet,13756,1280313,Success,Vietnam
trans00000786,2025-08-16 00:00:00,Xiamen Home Furnishing,Layanan lainnya,1047938,Debit Card,11903,1036035,Success,China
trans00000787,2025-08-16 00:00:00,Hubei Health Products,"Orang Tua, Anak, & Mainan",360805,E-Wallet,3393,357412,Success,Malaysia
trans00000788,2025-08-16 00:00:00,Tianjin Printing & Packaging,Barang Elektronik,1023874,Bank Transfer,8032,1015842,Pending,Indonesia
trans00000789,2025-08-16 00:00:00,Hubei Health Products,Suku Cadang & Aksesori Kendaraan,1207034,Credit Card,10877,1196157,Pending,Indonesia
trans00000790,2025-08-16 00:00:00,Fujian Apparel Factory,Energi Terbarukan,1073117,QRIS,10629,1062488,Failed,China
trans00000791,2025-08-16 00:00:00,Henan Pet Supplies,Lampu & Pencahayaan,787823,E-Wallet,7273,780550,Failed,Indonesia
trans00000792,2025-08-16 00:00:00,Tianjin Printing & Packaging,"Pertanian, Makanan & Minuman",389928,Credit Card,4441,385487,Success,Malaysia
trans00000793,2025-08-16 00:00:00,Xiamen Home Furnishing,Lampu & Pencahayaan,1213115,Debit Card,12317,1200798,Failed,Indonesia
trans00000794,2025-08-16 00:00:00,Guangzhou Electronics Co.,Energi Terbarukan,477559,QRIS,3597,473962,Success,Indonesia
trans00000795,2025-08-16 00:00:00,Yunnan Fabrication Services,Kerajinan & Suvenir,1060460,Virtual Account,9617,1050843,Success,Malaysia
trans00000796,2025-08-16 00:00:00,Shanghai Outdoor Sports Ltd,Bangunan & Perumahan,487581,Debit Card,4535,483046,Success,China
trans00000797,2025-08-16 00:00:00,Yunnan Fabrication Services,Mesin Konstruksi & Bangunan,605906,Bank Transfer,5256,600650,Pending,Indonesia
trans00000798,2025-08-16 00:00:00,Guangzhou Electronics Co.,Mesin Konstruksi & Bangunan,1393245,Bank Transfer,11411,1381834,Pending,Vietnam
trans00000799,2025-08-16 00:00:00,Anhui Machinery Tools,Perlengkapan Sekolah & Kantor,781878,Bank Transfer,8710,773168,Success,Indonesia
trans00000800,2025-08-16 00:00:00,Yunnan Fabrication Services,Bahan Baku,623361,Bank Transfer,4819,618542,Failed,Vietnam
trans00000801,2025-08-16 00:00:00,Hubei Health Products,Mesin Konstruksi & Bangunan,645453,QRIS,7662,637791,Success,Vietnam
trans00000802,2025-08-16 00:00:00,Jiangsu Heavy Equipment,Perlengkapan Sekolah & Kantor,803589,Bank Transfer,7152,796437,Failed,China
trans00000803,2025-08-16 00:00:00,Jiangsu Heavy Equipment,Furnitur,1489858,E-Wallet,13424,1476434,Failed,Indonesia
trans00000804,2025-08-16 00:00:00,Yunnan Fabrication Services,Energi Terbarukan,880227,Debit Card,6449,873778,Pending,Vietnam
trans00000805,2025-08-16 00:00:00,Shanghai Outdoor Sports Ltd,Energi Terbarukan,1334853,E-Wallet,9547,1325306,Success,Vietnam
trans00000806,2025-08-16 00:00:00,Fujian Apparel Factory,Mesin Industri,552234,Bank Transfer,5855,546379,Success,Vietnam
trans00000807,2025-08-16 00:00:00,Zhejiang Industrial Supplier,Layanan Fabrikasi,1337622,Virtual Account,9660,1327962,Success,Vietnam
